Sensor ID,Timestamp,temp_C,Pressure (kPa),vibration_mm_s,STATUS
SEN-022,2025-01-03 03:44:20,69.12,95.18,0.439,ok
SEN-009,2025-01-03 08:28:54+00:00,65.54,97.12,0.4949,ok
SEN-007,02-01-2025 16:44:36,67.1,103.84,0.581,ok
SEN-024,2025-01-06 03:31:21,71.14,95.81,0.4492,ok
SEN-019,2025-01-02 09:13:57,74.33,104.03,0.4121,ok
SEN-008,2025-01-01 05:45:30,70.89,96.71,0.4921,ok
SEN-021,2025-01-11 15:16:22,59.29,101.93,0.5823,ok
SEN-022,2025-01-06T00:46:21,70.33,95.46,0.3525,ok
SEN-009,2025-01-13 07:58:46,65.26,96.69,0.4615,ok
SEN-023,2025-01-03 14:01:18,58.07,96.37,0.405,ok
SEN-021,2025-01-03 21:44:33,56.65,102.01,0.4739,ok
SEN-006,02-01-2025 00:28:59,70.29,104.6,0.5063,ok
SEN-015,2025-01-05 11:15:08,59.15,101.35,0.6223,ok
SEN-003,2025-01-01T05:01:05,66.63,98.07,0.6531,ok
SEN-021,2025-01-11T02:59:42,53.09,102.03,0.5708,ok
SEN-019,2025-01-09 23:14:51,71.74,104.88,0.2943,ok
SEN-020,13-01-2025 04:01:26,64.51,103.73,0.4627,ok
SEN-019,2025-01-03 18:45:51,73.41,104.38,0.3348,ok
SEN-022,06-01-2025 08:14:40,70.49,95.62,0.413,ok
SEN-006,2025-01-07 17:13:36,69.46,102.97,0.5874,ok
SEN-021,2025-01-07 12:00:27,59.03,102.06,0.6185,ok
SEN-016,01/03/2025 02:45:25,67.88,101.46,0.5843,ok
SEN-019,02-01-2025 17:29:25,74.92,103.93,0.4511,ok
SEN-006,2025-01-01 16:58:58,70.01,103.8,0.5968,ok
SEN-008,2025-01-14 13:00:58,70.17,97.59,0.5349,ok
SEN-020,01/03/2025 01:31:12,65.33,105.25,0.423,ok
SEN-011,2025-01-04 17:01:14,70.16,99.43,0.5499,ok
SEN-009,08-01-2025 05:16:17,66.5,95.13,0.4776,ok
SEN-004,2025-01-02 23:58:40,66.29,97.38,0.4945,ok
SEN-001,2025-01-04 00:14:44,60.73,102.29,0.5137,ok
SEN-022,2025-01-11 11:46:04,73.19,94.53,0.4433,ok
SEN-013,13-01-2025 12:28:56,74.56,102.56,0.5973,ok
SEN-001,2025-01-13T11:44:38,65.16,103.33,0.488,ok
SEN-007,2025-01-10 17:44:20,68.58,102.86,0.4692,ok
SEN-014,2025-01-13T00:14:25,66.8,99.54,0.6193,ok
SEN-005,2025-01-04 18:14:15,68.78,102.22,0.5699,ok
SEN-006,01/04/2025 21:13:31,69.33,103.75,0.4511,ok
SEN-021,2025-01-05 17:28:57,56.45,102.02,0.6083,ok
SEN-020,2025-01-07 13:15:53,68.67,104.06,0.4209,ok
SEN-007,01/04/2025 00:16:01,63.54,103.21,0.5789,ok
SEN-020,2025-01-12 11:43:54,66.26,102.84,0.4333,ok
SEN-011,2025-01-02T07:15:03,71.2,98.9,0.5993,ok
SEN-003,2025-01-09 00:14:54,66.36,97.95,0.6893,ok
SEN-018,2025-01-06 22:29:24,67.03,96.27,0.528,ok
SEN-001,08-01-2025 23:28:30,62.93,101.43,0.5247,ok
SEN-001,2025-01-03 04:45:50,62.94,101.96,0.4587,ok
SEN-014,2025-01-06T17:13:58,66.48,97.87,0.6602,ok
SEN-014,06-01-2025 07:14:02,67.6,98.75,0.562,ok
SEN-023,2025-01-03 06:45:48,54.82,96.72,0.3186,ok
SEN-001,2025-01-10 09:14:51,64.59,103.72,0.4874,ok
SEN-016,2025-01-08 09:29:21,72.67,103.45,0.4973,ok
SEN-019,2025-01-08 15:14:07,73.66,105.09,0.4163,ok
SEN-004,2025-01-02 21:58:57,65.77,96.21,0.5147,ok
SEN-002,2025-01-12 01:44:53,62.64,97.83,0.4712,ok
SEN-020,2025-01-05T15:28:45,65.18,103.55,0.4145,ok
SEN-003,2025-01-02 17:00:09,66.43,98.54,0.5483,ok
SEN-018,2025-01-02 06:16:25,68.12,94.98,0.6035,ok
SEN-006,2025-01-08 07:14:51,70.6,103.18,0.4367,ok
SEN-005,2025-01-09T22:31:23,67.74,101.8,0.4867,ok
SEN-004,2025-01-11 05:30:18,66.57,97.43,0.6349,ok
SEN-020,10-01-2025 13:28:47,68.49,104.73,0.4605,ok
SEN-015,2025-01-04 14:59:45,58.83,103.86,0.5133,ok
SEN-019,2025-01-13 08:14:53,73.94,105.41,0.4541,ok
SEN-007,2025-01-03 19:44:32,67.35,103.06,0.5625,ok
SEN-025,2025-01-03 10:45:49,57.62,101.66,0.5261,ok
SEN-011,2025-01-04 01:14:44+00:00,66.09,100.05,0.5477,ok
SEN-003,2025-01-10 09:31:01,67.93,97.83,0.5091,ok
SEN-004,2025-01-13 20:01:06,67.04,97.19,0.5555,ok
SEN-001,2025-01-14 12:29:22+00:00,66.28,101.15,0.5902,ok
SEN-003,2025-01-08 21:00:31,64.88,99.35,0.6373,ok
SEN-006,2025-01-05 20:15:46,70.82,103.44,0.5717,ok
SEN-018,2025-01-01 19:44:40,65.22,95.56,0.5152,ok
SEN-013,2025-01-02 21:00:27,71.58,103.15,0.6132,ok
SEN-003,2025-01-01 18:15:57,67.15,98.75,0.5815,ok
SEN-009,2025-01-01 07:00:52,67.25,96.94,0.482,ok
SEN-013,2025-01-13 04:45:59,69.67,102.79,0.5182,ok
SEN-005,01/14/2025 20:31:02,68.73,102.75,0.5814,ok
SEN-013,01/10/2025 13:00:11,74.75,102.19,0.6116,ok
SEN-025,2025-01-02 05:45:11,58.27,103.22,0.4608,ok
SEN-010,2025-01-03 15:31:20,56.33,94.21,0.3771,ok
SEN-019,2025-01-10T00:31:19,71.17,102.8,0.3838,ok
SEN-022,2025-01-07 14:29:00,72.85,95.96,0.3756,ok
SEN-022,2025-01-05 22:00:44,71.38,96.72,0.3821,ok
SEN-015,2025-01-10 21:29:38,56.18,102.06,0.6027,ok
SEN-012,2025-01-01 20:31:15,69.95,102.2,0.4441,ok
SEN-004,2025-01-08 12:29:46,70.09,95.78,0.5016,ok
SEN-006,2025-01-08 11:14:37,70.73,104.83,0.4902,ok
SEN-004,2025-01-04 19:29:25,65.78,98.01,0.5693,ok
SEN-017,2025-01-06 15:13:37,68.08,103.56,0.5545,Ok
SEN-019,01/10/2025 20:44:59,70.83,103.96,0.4202,ok
SEN-011,01/02/2025 00:01:05,65.5,97.65,0.537,ok
SEN-025,2025-01-01T00:29:22,53.41,103.43,0.405,warning
SEN-004,2025-01-09 13:46:04,67.15,97.81,0.5094,ok
SEN-015,2025-01-03 07:28:34,55.62,103.65,0.4934,ok
SEN-006,2025-01-11T17:14:10,69.89,103.65,0.5317,ok
SEN-012,2025-01-05 08:15:45+00:00,73.23,102.9,0.4641,ok
SEN-002,2025-01-14 08:16:18,65.0,97.02,0.5383,ok
SEN-021,2025-01-13 17:00:51,56.1,101.34,0.6294,ok
SEN-024,2025-01-11 01:00:14,69.43,97.32,0.3929,ok
SEN-020,01/07/2025 09:16:07,68.25,105.44,0.3715,ok
SEN-006,2025-01-05T04:45:21,70.5,104.7,0.6019,ok
SEN-023,01/14/2025 19:13:50,53.74,94.07,0.4136,ok
SEN-014,2025-01-11 14:44:08,69.22,98.97,0.5911,ok
SEN-019,2025-01-04 06:46:22,75.11,103.59,0.3936,ok
SEN-017,06-01-2025 01:29:26,66.87,100.81,0.4645,ok
SEN-024,2025-01-09 19:28:32,73.05,98.08,0.3595,ok
SEN-025,2025-01-06T16:43:43,58.53,103.23,0.37,ok
SEN-013,05-01-2025 02:44:33,71.76,103.61,0.514,ok
SEN-005,2025-01-05T06:29:57,71.19,103.28,0.4991,ok
SEN-010,2025-01-14 01:44:27,50.47,94.87,0.4881,ok
SEN-006,2025-01-14T02:15:52,68.89,103.21,0.5232,ok
SEN-013,2025-01-07 00:31:04,68.91,101.84,0.524,ok
SEN-015,2025-01-11 18:30:04,56.28,101.99,0.5969,ok
SEN-003,2025-01-14 09:15:39,68.95,97.72,0.5614,ok
SEN-021,2025-01-11 11:30:44,57.39,103.42,0.4724,ok
SEN-010,2025-01-04 07:45:11,54.66,94.55,0.4219,ok
SEN-005,08-01-2025 16:14:04,71.54,102.85,0.5469,ok
SEN-001,2025-01-07 06:45:08,62.93,102.9,0.522,ok
SEN-005,2025-01-13 08:29:11,71.74,103.07,0.4783,ok
SEN-004,2025-01-07 18:59:27,67.4,97.34,0.4967,ok
SEN-011,2025-01-03 13:46:22,68.63,98.48,0.4962,ok
SEN-021,2025-01-10 22:29:42,56.27,100.82,0.5685,ok
SEN-002,08-01-2025 08:16:25,65.5,98.5,0.4801,ok
SEN-008,2025-01-09 20:29:08,69.05,96.15,0.3088,ok
SEN-021,2025-01-06 10:59:18,57.55,101.46,0.6084,ok
SEN-025,2025-01-09 12:14:59,57.13,103.94,0.535,ok
SEN-023,11-01-2025 13:45:09,59.0,96.31,0.4306,ok
SEN-025,2025-01-10 12:46:24,58.18,104.15,0.41,ok
SEN-015,01/01/2025 13:30:27,58.84,102.41,0.5008,ok
SEN-008,2025-01-01 07:44:20,71.56,97.53,0.3614,ok
SEN-004,2025-01-04 18:29:06,67.65,97.26,0.5932,ok
SEN-016,2025-01-12 04:58:33,70.21,103.29,0.5203,ok
SEN-001,2025-01-11 05:00:34,63.84,102.65,0.5498,ok
SEN-005,10-01-2025 03:31:20,68.46,104.33,0.5182,ok
SEN-001,2025-01-07 04:14:57+00:00,61.42,102.57,0.5447,ok
SEN-010,2025-01-02 22:46:19,53.22,95.5,0.4462,ok
SEN-025,2025-01-07 05:16:17,53.97,102.34,0.4045,ok
SEN-018,2025-01-11 00:16:23,65.2,93.46,0.558,Ok
SEN-005,05-01-2025 23:29:25,69.37,102.76,0.5312,ok
SEN-002,01/07/2025 00:58:36,60.15,97.54,0.4571,ok
SEN-018,2025-01-01 20:13:57,64.95,94.98,0.5323,ok
SEN-016,2025-01-01 05:16:00,70.32,102.68,0.637,ok
SEN-001,13-01-2025 08:14:03,64.0,101.51,0.4953,ok
SEN-009,2025-01-01 16:15:17,66.1,95.58,0.4808,ok
SEN-004,2025-01-01 21:00:55,64.6,96.0,0.5105,ok
SEN-006,2025-01-14 13:44:17,71.99,102.96,0.4249,ok
SEN-020,2025-01-10T16:28:33,67.9,105.34,0.4116,ok
SEN-025,2025-01-03 00:15:58,55.09,103.08,0.3839,ok
SEN-014,14-01-2025 09:44:58,69.47,99.53,0.5957,ok
SEN-017,2025-01-03 10:30:14,68.21,100.55,0.4725,ok
SEN-006,2025-01-01T03:29:49,70.04,104.68,0.5603,ok
SEN-001,2025-01-06 22:29:37,63.16,103.42,0.4181,ok
SEN-012,2025-01-13 17:59:15,71.91,102.51,0.5695,ok
SEN-019,2025-01-04 08:14:47,75.55,104.18,0.4152,ok
SEN-016,2025-01-07 08:29:03,72.02,101.85,0.5445,ok
SEN-011,2025-01-03 01:16:02,68.34,99.22,0.583,ok
SEN-004,2025-01-08 06:43:33,67.6,96.5,0.5758,ok
SEN-014,2025-01-12 04:29:11,67.37,98.73,0.6401,ok
SEN-005,2025-01-12 09:15:01,70.86,102.75,0.5985,ok
SEN-004,2025-01-07 01:45:44,65.69,97.02,0.6754,ok
SEN-010,2025-01-13 14:58:39+00:00,56.96,93.96,0.5304,ok
SEN-008,2025-01-14 12:14:02,71.4,96.72,0.5131,ok
SEN-012,2025-01-06 05:59:49,70.48,102.2,0.5801,ok
SEN-015,2025-01-02 23:45:11,56.36,100.88,0.5768,ok
SEN-024,01/08/2025 12:58:52,73.76,97.66,0.4833,ok
SEN-011,2025-01-04 16:45:03,71.15,98.98,0.6233,ok
SEN-004,2025-01-12T04:45:09,66.88,96.76,0.5513,ok
SEN-007,2025-01-09 20:59:55,67.2,102.74,0.4633,ok
SEN-009,2025-01-04 14:30:40,67.79,97.48,0.4715,ok
SEN-002,01/13/2025 16:15:41,65.45,98.54,0.5206,ok
SEN-022,2025-01-11T15:59:12,70.76,95.44,0.4624,ok
SEN-004,2025-01-13 02:00:01,67.03,96.22,0.5544,ok
SEN-018,2025-01-06 20:31:17,67.15,94.95,0.5408,ok
SEN-019,2025-01-14 11:13:32,76.59,103.73,0.4331,OK
SEN-012,2025-01-12 18:13:55,72.64,102.92,0.4949,ok
SEN-013,2025-01-13 07:30:42,71.47,102.21,0.5402,ok
SEN-021,13-01-2025 07:00:05,54.64,101.57,0.6101,ok
SEN-012,2025-01-09T15:00:11,73.82,102.73,0.4777,ok
SEN-023,2025-01-04 22:46:01,52.48,95.81,0.4164,ok
SEN-007,2025-01-12 16:01:11,66.92,103.57,0.5309,ok
SEN-003,2025-01-03T20:45:00,67.36,98.19,0.5257,ok
SEN-009,2025-01-12 12:28:59,66.97,96.08,0.3853,ok
SEN-014,2025-01-05T13:13:46,68.84,97.92,0.6228,ok
SEN-016,2025-01-08 14:58:57+00:00,70.39,102.18,0.5043,ok
SEN-002,2025-01-03 01:44:38,61.73,97.03,0.5365,ok
SEN-013,2025-01-07 15:13:50+00:00,73.21,101.93,0.5961,ok
SEN-001,2025-01-06 22:44:11,62.76,102.59,0.5659,ok
SEN-008,2025-01-08T12:13:35,70.28,96.83,0.5602,ok
SEN-012,12-01-2025 04:01:28,71.91,102.48,0.5878,ok
SEN-014,01/12/2025 07:44:56,69.57,98.15,0.596,ok
SEN-007,2025-01-02 02:31:16,66.92,104.49,0.5362,ok
SEN-020,01/13/2025 22:28:46,63.34,105.91,0.4083,ok
SEN-023,2025-01-02T22:44:20,47.02,95.42,0.4094,ok
SEN-012,2025-01-14 01:44:30,67.36,103.69,0.416,ok
SEN-003,2025-01-09 22:14:12,68.17,N/A,0.6621,ok
SEN-001,01/01/2025 03:45:13,61.88,102.03,0.4752,ok
SEN-010,01/11/2025 19:46:12,51.36,94.8,0.4651,ok
SEN-025,2025-01-05 19:28:36,55.16,103.21,0.3964,ok
SEN-014,2025-01-05 10:58:31,70.05,98.6,0.6571,ok
SEN-006,2025-01-03T12:15:14,73.82,104.08,0.5391,ok
SEN-023,2025-01-13 09:44:23,56.83,94.59,0.4538,ok
SEN-018,2025-01-11 08:15:14,68.78,95.61,0.6775,ok
SEN-006,2025-01-05 09:01:29,71.46,102.03,0.5257,ok
SEN-012,01/02/2025 02:00:18,72.02,102.24,0.4563,ok
SEN-013,2025-01-02 22:30:20,70.82,103.01,0.4971,ok
SEN-024,2025-01-03T20:46:23,70.5,97.57,0.5197,ok
SEN-009,2025-01-12 17:13:54,66.35,95.95,0.5013,ok
SEN-023,2025-01-06 03:43:34,55.74,94.23,0.4468,ok
SEN-005,2025-01-08 00:14:29,70.43,102.46,0.5246,ok
SEN-006,01/08/2025 16:15:46,70.71,102.88,0.5991,ok
SEN-011,2025-01-06T00:14:10,67.2,98.67,0.5525,ok
SEN-006,2025-01-07 16:15:28,70.46,102.27,0.5981,ok
SEN-021,2025-01-03 14:28:59,56.38,102.41,0.5373,ok
SEN-017,2025-01-08 21:14:51,64.22,103.16,0.5365,ok
SEN-006,2025-01-12 04:44:52,69.35,103.2,0.5626,ok
SEN-025,2025-01-10 03:00:41,54.75,102.11,0.4558,ok
SEN-010,2025-01-08T08:45:13,56.77,94.8,0.5345,ok
SEN-006,2025-01-08 12:30:44,71.16,103.26,0.5339,ok
SEN-023,2025-01-14 14:29:46,57.82,95.87,0.3889,ok
SEN-005,2025-01-14 19:59:08,69.05,102.5,0.5616,ok
SEN-013,2025-01-01T18:29:51,70.37,102.75,0.4708,ok
SEN-024,2025-01-12 07:00:13,73.36,97.59,0.4685,ok
SEN-004,2025-01-03 10:16:13+00:00,66.75,96.81,0.5173,ok
SEN-014,2025-01-01 18:30:19,65.18,97.73,0.6123,ok
SEN-022,2025-01-04T17:30:36,69.71,95.22,0.3731,ok
SEN-019,2025-01-11 01:29:06,71.01,104.23,0.4196,ok
SEN-019,01/05/2025 08:58:46,75.0,106.05,0.3107,ok
SEN-013,2025-01-08 20:30:07,72.15,102.97,0.5288,ok
SEN-025,2025-01-08 22:16:05,54.48,102.89,0.4181,ok
SEN-014,2025-01-13 04:45:38,67.13,99.51,0.5715,ok
SEN-004,14-01-2025 16:28:37,68.91,96.55,0.5525,ok
SEN-015,01/10/2025 07:44:22,57.07,102.88,0.6704,ok
SEN-005,2025-01-02 10:00:14,70.96,102.66,0.5015,ok
SEN-006,2025-01-10 05:16:26,69.2,103.6,0.4189,ok
SEN-022,01/08/2025 14:45:39,70.64,97.83,0.3035,ok
SEN-016,2025-01-08T11:28:52,71.39,101.71,0.5463,ok
SEN-006,03-01-2025 06:44:28,70.4,104.48,0.5377,ok
SEN-008,2025-01-13T09:15:53,70.96,97.81,0.5319,ok
SEN-024,2025-01-02 06:44:21,72.99,96.94,0.4896,ok
SEN-007,2025-01-09T11:44:35,68.51,103.39,0.5104,ok
SEN-012,2025-01-08 20:45:43,70.32,101.99,0.4515,ok
SEN-019,2025-01-06 23:14:08,70.81,105.79,0.37,ok
SEN-024,2025-01-06 23:44:31,69.96,98.47,0.4225,ok
SEN-015,2025-01-05 21:59:35,55.95,102.01,0.5943,ok
SEN-014,03-01-2025 17:15:33,67.72,99.38,0.5948,ok
SEN-004,2025-01-14T19:45:48,65.61,97.87,0.5897,ok
SEN-011,2025-01-01 17:43:45,68.88,98.08,0.6247,ok
SEN-014,2025-01-04T06:14:22,65.07,98.72,0.5756,ok
SEN-001,2025-01-09 08:44:57+00:00,64.1,102.23,0.5126,ok
SEN-001,14-01-2025 12:45:01,67.38,102.44,0.527,ok
SEN-021,01/04/2025 09:45:46,57.6,101.21,0.5186,ok
SEN-005,2025-01-02 04:00:14,69.78,102.83,0.4845,ok
SEN-021,10-01-2025 04:59:49,53.06,102.49,0.5974,ok
SEN-016,2025-01-14 05:16:03,70.37,102.04,0.441,ok
SEN-014,2025-01-04 13:45:57,,99.57,0.6575,ok
SEN-010,2025-01-06 20:01:03,54.28,95.3,0.4834,ok
SEN-013,2025-01-04 05:31:15,72.22,103.35,0.534,ok
SEN-018,2025-01-14 17:59:55,67.28,94.98,0.6378,ok
SEN-006,11-01-2025 06:30:05,71.73,104.05,0.4718,ok
SEN-023,2025-01-02 22:16:27,55.04,94.77,0.3436,ok
SEN-003,2025-01-04 05:45:00,65.75,98.19,0.5381,ok
SEN-001,2025-01-03 18:58:34,64.49,101.55,0.5904,ok
SEN-001,01/13/2025 09:45:34,64.4,103.09,0.5258,ok
SEN-013,2025-01-07 20:28:58,69.35,102.64,0.6054,ok
SEN-025,2025-01-02 13:29:36,57.21,103.74,0.4831,ok
SEN-023,13-01-2025 22:30:40,54.36,96.0,0.4022,ok
SEN-006,07-01-2025 22:29:07,68.6,102.85,0.415,ok
SEN-001,2025-01-12 13:31:19,64.29,102.11,0.6001,ok
SEN-021,2025-01-08T00:44:16,53.95,102.01,0.4513,ok
SEN-010,2025-01-01 19:00:21,51.95,96.44,0.4765,ok
SEN-004,08-01-2025 19:14:46,65.29,96.95,0.54,ok
SEN-008,2025-01-08 17:28:41,70.22,97.76,0.4623,ok
SEN-011,2025-01-03 04:29:31,68.8,97.83,0.5811,ok
SEN-015,2025-01-12 07:29:46+00:00,59.08,102.04,0.5782,ok
SEN-018,2025-01-10T06:45:53,66.7,94.09,0.6478,ok
SEN-010,2025-01-04 05:58:39,52.9,95.19,0.4932,ok
SEN-010,2025-01-04 19:29:35,51.75,94.73,0.3918,ok
SEN-024,2025-01-08 02:00:32,70.96,97.66,0.3948,ok
SEN-008,2025-01-01 04:00:45,69.87,96.58,0.498,ok
SEN-001,01/01/2025 02:58:41,61.56,102.32,0.5908,ok
SEN-013,01/02/2025 12:44:31,72.61,103.14,0.5313,ok
SEN-023,2025-01-01 12:15:27,59.43,96.26,0.4215,ok
SEN-019,2025-01-12T20:46:07,73.4,105.34,0.3605,ok
SEN-022,2025-01-13 12:16:12,73.67,93.71,0.3745,ok
SEN-025,2025-01-10 05:13:35,54.97,102.73,0.446,ok
SEN-001,2025-01-02T07:43:53,64.88,101.39,0.5268,ok
SEN-020,2025-01-08 22:30:27,64.86,104.09,0.4641,ok
SEN-011,2025-01-14T02:29:35,65.98,99.74,0.7091,ok
SEN-023,2025-01-11 14:31:17,57.43,95.23,0.4534,ok
SEN-011,2025-01-10T23:58:54,65.49,98.52,0.5989,ok
SEN-025,01/05/2025 12:29:41,56.98,102.89,0.3938,ok
SEN-013,2025-01-05T13:31:03,72.69,102.7,0.4813,ok
SEN-005,2025-01-08 23:30:18,70.24,104.11,0.6049,ok
SEN-010,2025-01-01 02:58:47,52.25,95.05,0.5134,ok
SEN-012,2025-01-02 20:14:12,72.05,102.74,0.3919,ok
SEN-008,2025-01-14 02:59:17,58.43,97.99,0.3951,ok
SEN-006,07-01-2025 03:45:19,69.22,103.5,0.5528,ok
SEN-009,2025-01-02 10:43:40,67.05,96.06,0.4287,ok
SEN-019,2025-01-02 12:30:57,74.02,104.49,0.3682,ok
SEN-001,2025-01-05 15:58:30+00:00,64.25,102.8,0.5373,ok
SEN-002,2025-01-13 01:59:40,61.49,97.13,0.4872,ok
SEN-019,2025-01-13 00:44:26,71.74,102.92,0.4555,ok
SEN-020,2025-01-11T03:59:22,63.8,104.31,0.4318,ok
SEN-018,12-01-2025 05:00:12,67.91,95.74,0.4774,ok
SEN-021,2025-01-11 16:45:33,56.12,101.15,0.5552,ok
SEN-015,2025-01-09 20:31:04,57.31,102.0,0.583,ok
SEN-016,2025-01-07 16:29:05,70.54,102.93,0.5767,ok
SEN-025,2025-01-07 01:44:42,54.3,103.6,0.3979,ok
SEN-021,10-01-2025 17:15:13,55.07,101.13,0.5784,ok
SEN-006,2025-01-13 02:14:54,67.91,103.96,0.5663,ok
SEN-008,2025-01-13 20:30:07,66.67,95.02,0.4829,ok
SEN-021,2025-01-11 10:13:31,59.92,101.34,0.5308,ok
SEN-010,2025-01-04 00:30:54,51.17,95.54,0.5404,ok
SEN-005,2025-01-06 11:30:27,74.32,104.9,0.5524,ok
SEN-018,2025-01-02 23:30:19,66.69,95.5,0.6,ok
SEN-006,2025-01-06 18:45:20,70.98,102.48,0.4798,ok
SEN-007,2025-01-01 09:43:31,70.03,104.72,0.5963, ok
SEN-021,01/08/2025 14:16:12,57.05,102.89,0.5068,ok
SEN-018,2025-01-10 02:43:39,66.84,95.36,0.6623,ok
SEN-016,2025-01-11T04:15:05,68.68,102.64,0.5367,ok
SEN-019,2025-01-01 00:00:07,70.27,105.3,0.3775,ok
SEN-024,2025-01-06 15:30:02,74.64,96.97,0.3565, ok
SEN-011,2025-01-04 03:59:57,65.97,98.41,0.5676,ok
SEN-007,2025-01-09T02:58:53,66.47,102.1,0.5991,ok
SEN-002,2025-01-10 00:45:50,60.87,96.4,0.4351,ok
SEN-007,01/07/2025 21:30:29,64.42,102.61,0.6097,Ok
SEN-013,2025-01-02 18:29:31,71.9,102.79,0.601,ok
SEN-012,2025-01-02 23:45:31,71.26,103.0,0.4401,ok
SEN-015,2025-01-06 15:58:35,58.86,101.78,0.5526,ok
SEN-005,04-01-2025 01:00:51,67.16,103.31,0.5484,ok
SEN-005,2025-01-10 00:15:32+00:00,67.12,102.7,0.4594,ok
SEN-011,2025-01-11 07:29:17,69.02,99.02,0.5641,ok
SEN-007,2025-01-05 13:31:21,67.98,103.37,0.5843,ok
SEN-005,2025-01-01 15:00:06,70.98,103.09,0.5117,ok
SEN-019,01/12/2025 12:01:26,73.82,104.03,0.487,ok
SEN-022,2025-01-02 07:28:47,72.21,96.0,0.4551,ok
SEN-025,2025-01-08T10:45:39,58.96,103.33,0.4294,ok
SEN-010,2025-01-09 12:45:15,54.59,94.59,0.3291,ok
SEN-009,2025-01-12 09:13:40,67.05,95.81,0.498,ok
SEN-011,2025-01-14 21:43:36,65.46,99.04,0.6084,ok
SEN-001,2025-01-07 15:30:31,65.75,102.68,0.5646,ok
SEN-009,2025-01-12T21:59:04,66.23,96.53,0.4307,ok
SEN-020,2025-01-06 00:30:42,65.43,103.37,0.4117,ok
SEN-011,2025-01-09 15:15:20,68.32,98.78,0.5128,ok
SEN-007,2025-01-04 07:01:27,67.39,102.46,0.6252,ok
SEN-018,2025-01-06 04:44:34,67.31,94.74,0.6377,ok
SEN-001,2025-01-09T21:44:40,63.5,101.97,0.5807,ok
SEN-021,2025-01-10 04:29:38,55.24,102.07,0.5566,ok
SEN-018,01/08/2025 09:01:10,69.18,94.48,0.579,ok
SEN-023,2025-01-14 16:59:00,56.27,95.22,0.4411,ok
SEN-004,2025-01-09 05:14:39,67.8,96.73,0.4912,ok
SEN-013,2025-01-13 11:45:23+00:00,74.67,102.38,0.5224,ok
SEN-017,2025-01-03 19:45:29,67.73,101.36,0.5508,ok
SEN-015,2025-01-04 04:16:16,54.92,103.2,0.5086,ok
SEN-018,04-01-2025 04:13:48,65.31,95.33,0.5141,ok
SEN-016,2025-01-11 22:44:18,68.21,101.66,0.5262,ok
SEN-001,01/08/2025 06:14:40,66.08,102.67,0.6623,ok
SEN-003,2025-01-05 11:45:42,70.99,98.9,0.5662,ok
SEN-012,2025-01-14 14:00:55,73.33,100.99,0.4535,ok
SEN-006,2025-01-02 20:14:13,70.42,104.18,0.4701,ok
SEN-023,05-01-2025 01:30:44,53.52,96.56,0.3682,ok
SEN-001,2025-01-14 10:31:16,67.24,102.38,0.4922,ok
SEN-009,2025-01-02 13:01:27,66.93,96.66,0.5288,ok
SEN-006,10-01-2025 01:15:57,67.24,104.15,0.4863,ok
SEN-019,2025-01-05 06:45:58+00:00,74.63,103.8,0.3765,ok
SEN-008,2025-01-01 21:59:40,68.74,97.91,0.4443,ok
SEN-018,2025-01-12 01:58:30,65.57,94.31,0.5363,ok
SEN-008,13-01-2025 09:58:39,71.98,96.97,0.5673,warning
SEN-006,2025-01-11 11:46:21+00:00,71.77,104.09,0.4507,ok
SEN-021,2025-01-08 09:46:17,55.95,101.67,0.4253,ok
SEN-014,01/08/2025 08:58:57,70.53,98.99,0.5875,ok
SEN-015,2025-01-11 22:13:58,54.9,102.82,0.5666,ok
SEN-003,2025-01-05 12:13:31,70.39,97.81,0.5356,ok
SEN-024,01/06/2025 13:59:09,75.36,97.74,0.3882,ok
SEN-016,14-01-2025 11:59:29,73.11,101.49,0.4903,ok
SEN-008,2025-01-02 19:44:32,69.21,97.08,0.4948,ok
SEN-007,2025-01-12 02:00:02,66.0,102.58,0.5215, ok
SEN-024,2025-01-07 03:45:27,70.47,97.58,0.432,ok
SEN-011,2025-01-02T05:14:05,69.29,99.43,0.5845,ok
SEN-019,2025-01-08 17:45:27+00:00,72.63,105.08,0.3698,ok
SEN-003,2025-01-12 08:00:28,69.76,99.41,0.6417,ok
SEN-013,2025-01-01 01:16:04,68.48,103.48,0.6729,ok
SEN-005,2025-01-13 16:46:28,71.68,103.08,0.5821,ok
SEN-001,2025-01-06T02:46:19,63.25,102.59,0.5267,ok
SEN-017,2025-01-08 00:30:09,63.04,102.17,0.4931,ok
SEN-022,2025-01-01 23:44:17,69.41,95.43,0.3732,ok
SEN-004,2025-01-03 05:31:08,67.2,95.89,0.5523,ok
SEN-018,2025-01-10 05:58:45,66.6,96.98,0.6367,ok
SEN-021,2025-01-09 00:00:37,52.05,101.0,0.543,ok
SEN-023,01/06/2025 11:29:58,56.9,96.67,0.3554,ok
SEN-011,01/14/2025 00:29:03,66.9,98.59,0.5353,ok
SEN-019,2025-01-11 05:59:38,75.16,104.09,0.4654,ok
SEN-005,2025-01-01 01:44:29,68.59,101.56,0.5294,ok
SEN-010,2025-01-11 02:15:55,51.06,95.66,0.5006,ok
SEN-017,01/08/2025 07:16:12,67.77,100.7,0.4782,ok
SEN-022,2025-01-03 21:14:53,68.91,95.85,0.4711,ok
SEN-013,2025-01-08 09:00:00,74.12,102.12,0.5901,ok
