sub_id,user_id,Plan,Price ($/mo),Start,End,Payment Method,Canceled
S001383,U00998,basic,8.99,2022-01-08,,google_pay,no
S001718,U01243,standard,13.99,23-04-2023,,credit_card,0
S001861,U01340,standard,13.99,2024-02-04,2025-01-21,apple_pay,no
S000243,U00169,premium,17.99,08-04-2023,,google_pay,false
S000641,U00467,premium,17.99,12/28/2023,,paypal,N
S000018,U00010,basic,8.99,05-01-2024,2024-07-08,paypal,yes
S001520,U01104,basic,8.99,2024-11-14,,credit_card,FALSE
S000965,U00692,basic,8.99,12-10-2023,,google_pay,no
S001749,U01265,standard,13.99,"Jun 22, 2024",,apple_pay,0
S001999,U01448,basic,8.99,2023-11-17,11/27/2024,google_pay,true
S001490,U01081,basic,8.99,2024-05-04,"Jan 12, 2025",credit_card,FALSE
S001096,U00790,basic,8.99,2024-01-08,,credit_card,0
S001628,U01180,standard,13.99,2024-10-17,03/31/2025,google_pay,no
S001518,U01103,premium,17.99,2024-02-29,2024-07-25,credit_card,FALSE
S001209,U00872,standard,13.99,2024-08-15,,google_pay,no
S000267,U00191,premium,17.99,2023-03-27,,apple_pay,0
S001489,U01080,basic,8.99,2023-08-03,15-09-2023,google_pay,Y
S000027,U00018,premium,17.99,04/24/2024,,google_pay,false
S000559,U00404,basic,8.99,13-07-2022,,credit_card,N
S000833,U00600,standard,13.99,2024-05-17,,credit_card,N
S001424,U01030,standard,13.99,2022-08-27,2022-10-27,credit_card,FALSE
S001575,U01143,premium,17.99,2024-03-17,2024-12-10,google_pay,FALSE
S000695,U00506,basic,8.99,2022-08-30,2023-08-31,apple_pay,no
S000112,U00073,standard,13.99,12-02-2025,2025-03-30,apple_pay,yes
S001716,U01242,premium,17.99,04/14/2024,2024-11-29,google_pay,0
S000989,U00709,standard,13.99,01/09/2022,2022-08-25,google_pay,0
S001665,U01210,premium,17.99,2024-05-05,2024-08-30,paypal,N
S001859,U01339,basic,8.99,2023-01-04,,credit_card,false
S000827,U00596,standard,13.99,26-03-2024,,google_pay,false
S001323,U00957,standard,13.99,2022-05-09,01-06-2023,paypal,FALSE
